"main_category","country","days_funding","year_launched","month_launched","usd_goal","funded"
"Publishing","United States",30,"2013","November",5000,"no"
"Design","United Kingdom",30,"2017","August",6978,"yes"
"Film & Video","United States",30,"2010","April",3000,"yes"
"Food","Canada",30,"2015","June",3896,"yes"
"Design","Italy",30,"2017","October",24438,"no"
"Games","United States",29,"2015","February",1500,"yes"
"Film & Video","United States",60,"2015","July",30000,"no"
"Games","Canada",60,"2014","July",11689,"no"
"Design","Canada",60,"2016","April",11689,"no"
"Film & Video","United States",45,"2016","February",50000,"no"
"Publishing","United Kingdom",30,"2013","January",13956,"no"
"Fashion","United States",30,"2015","April",20000,"no"
"Design","United Kingdom",30,"2016","October",16748,"yes"
"Technology","Canada",30,"2017","July",27273,"no"
"Design","United States",30,"2015","October",4400,"yes"
"Games","United Kingdom",30,"2014","May",16748,"no"
"Technology","Canada",40,"2016","November",23377,"yes"
"Games","United States",30,"2013","November",20000,"no"
"Film & Video","Germany",30,"2016","July",1833,"no"
"Games","Canada",30,"2015","May",35066,"yes"
"Technology","United States",30,"2013","March",3000,"no"
"Publishing","United States",30,"2013","April",7000,"no"
"Music","United States",28,"2017","September",3000,"no"
"Design","United Kingdom",35,"2014","March",3489,"yes"
"Technology","United States",30,"2016","February",30000,"yes"
"Games","France",30,"2015","December",14663,"no"
"Film & Video","United States",30,"2012","November",5000,"no"
"Games","United States",28,"2014","April",1500,"no"
"Art","United States",24,"2016","September",9000,"no"
"Technology","United Kingdom",30,"2014","February",17446,"no"
"Fashion","New Zealand",40,"2014","August",14239,"no"
"Art","United Kingdom",30,"2016","May",2093,"yes"
"Film & Video","United States",30,"2012","January",30000,"no"
"Games","Canada",36,"2016","May",31170,"no"
"Film & Video","United States",30,"2012","July",1100,"no"
"Crafts","United States",30,"2017","April",3000,"no"
"Photography","Sweden",30,"2015","April",14099,"no"
"Publishing","Australia",60,"2017","July",3802,"no"
"Technology","United States",23,"2015","July",15000,"no"
"Technology","Canada",29,"2015","December",19481,"no"
"Art","United Kingdom",60,"2014","December",4187,"no"
"Music","United Kingdom",13,"2017","September",1396,"yes"
"Technology","United Kingdom",60,"2015","June",33495,"no"
"Design","Germany",33,"2017","November",18329,"yes"
"Design","United States",50,"2014","September",10000,"no"
"Fashion","United Kingdom",31,"2014","October",17446,"no"
"Dance","Canada",45,"2015","September",2338,"yes"
"Music","Australia",43,"2015","November",1141,"no"
"Theater","United Kingdom",31,"2014","August",17446,"no"
"Design","United States",30,"2013","December",5000,"yes"
"Publishing","Spain",40,"2016","October",4277,"yes"
"Journalism","Australia",60,"2015","September",1901,"yes"
"Art","Sweden",33,"2015","January",1175,"yes"
"Technology","Sweden",30,"2014","November",8224,"yes"
"Film & Video","Australia",39,"2015","July",1901,"yes"
"Technology","United Kingdom",31,"2017","March",4187,"yes"
"Publishing","United States",30,"2012","November",5000,"yes"
"Film & Video","United States",30,"2016","October",7500,"no"
"Fashion","Denmark",30,"2017","March",7381,"yes"
"Film & Video","Canada",35,"2013","October",21039,"no"
"Games","Germany",23,"2017","June",6110,"yes"
"Film & Video","United Kingdom",40,"2015","February",41869,"no"
"Art","Netherlands",43,"2016","October",1222,"no"
"Publishing","United Kingdom",42,"2017","January",5303,"yes"
"Film & Video","United States",20,"2013","May",10000,"yes"
"Film & Video","Belgium",32,"2015","September",10386,"no"
"Art","United States",31,"2015","March",1300,"no"
"Dance","United Kingdom",36,"2016","September",1117,"yes"
"Design","Canada",28,"2015","February",11689,"yes"
"Games","United Kingdom",29,"2015","March",19539,"yes"
"Music","United States",32,"2013","June",7000,"no"
"Music","United States",30,"2012","November",2400,"yes"
"Technology","Hong Kong SAR China",30,"2017","September",4843,"yes"
"Art","United States",30,"2014","August",2200,"no"
"Publishing","United States",30,"2011","August",3000,"no"
"Publishing","France",40,"2016","October",12830,"yes"
"Film & Video","United States",45,"2011","August",4200,"no"
"Games","United Kingdom",16,"2013","June",16748,"yes"
"Photography","United States",30,"2012","July",5000,"yes"
"Film & Video","United Kingdom",39,"2013","January",1396,"yes"
"Games","United States",35,"2014","March",2500,"yes"
"Games","United States",35,"2014","October",8000,"yes"
"Music","Sweden",30,"2015","January",2350,"no"
"Games","United States",30,"2014","September",1200,"no"
"Photography","United States",46,"2011","November",1700,"yes"
"Art","United States",30,"2011","June",1500,"no"
"Photography","United States",20,"2012","December",12000,"no"
"Fashion","United States",42,"2013","February",12500,"yes"
"Photography","United States",40,"2017","June",2000,"no"
"Theater","United States",32,"2017","July",1000,"yes"
"Technology","Australia",30,"2014","September",38019,"no"
"Games","Australia",60,"2014","October",15208,"no"
"Music","United States",30,"2012","November",5000,"yes"
"Film & Video","Ireland",30,"2015","July",19551,"no"
"Film & Video","United States",20,"2017","May",1600,"yes"
"Technology","Hong Kong SAR China",30,"2017","October",1275,"yes"
"Publishing","United States",30,"2012","October",1400,"no"
"Games","United Kingdom",30,"2014","November",4187,"yes"
"Publishing","United States",18,"2012","August",1000,"yes"
"Publishing","United States",29,"2013","August",4500,"no"
"Technology","United States",35,"2014","April",4000,"no"
"Fashion","France",35,"2016","July",8553,"no"
"Film & Video","Sweden",30,"2016","September",4700,"no"
"Film & Video","Canada",30,"2014","March",11689,"yes"
"Film & Video","United States",30,"2015","June",10000,"no"
"Art","United States",30,"2013","July",5000,"yes"
"Film & Video","United States",61,"2011","November",1000,"yes"
"Art","United Kingdom",15,"2016","September",6978,"no"
"Games","Australia",30,"2015","August",1141,"no"
"Food","United States",30,"2012","July",5000,"yes"
"Crafts","United Kingdom",30,"2015","October",3908,"no"
"Crafts","United States",30,"2013","November",3000,"no"
"Design","United Kingdom",33,"2014","June",22330,"no"
"Art","United States",10,"2011","November",2000,"no"
"Film & Video","United States",40,"2014","September",4500,"no"
"Technology","Canada",25,"2017","May",38962,"no"
"Music","United States",27,"2012","October",3000,"no"
"Games","United States",16,"2016","January",2000,"yes"
"Design","Canada",49,"2014","February",3117,"yes"
"Publishing","Canada",30,"2015","January",1948,"no"
"Comics","United States",21,"2012","January",1000,"yes"
"Publishing","Australia",26,"2015","December",3194,"no"
"Design","United States",29,"2015","March",40000,"yes"
"Technology","United States",45,"2016","October",6000,"no"
"Fashion","Netherlands",30,"2014","July",36657,"no"
"Film & Video","Australia",30,"2016","May",3802,"no"
"Music","United States",60,"2014","January",2500,"no"
"Food","United States",37,"2015","October",30000,"yes"
"Design","Germany",46,"2015","May",24438,"no"
"Technology","United Kingdom",30,"2015","February",8095,"no"
"Publishing","United States",30,"2016","January",3000,"no"
"Fashion","United Kingdom",48,"2014","December",41869,"yes"
"Fashion","United States",25,"2014","July",1500,"yes"
"Design","Canada",30,"2013","November",2190,"no"
"Film & Video","United States",45,"2011","May",15000,"no"
"Photography","United Kingdom",30,"2014","February",11165,"yes"
"Art","United States",30,"2014","November",3000,"no"
"Design","Canada",31,"2014","March",6234,"yes"
"Fashion","Norway",30,"2016","October",6333,"yes"
"Music","United States",30,"2014","July",5000,"no"
"Music","United States",36,"2014","May",2500,"yes"
"Journalism","Italy",13,"2015","August",6110,"no"
"Comics","United States",30,"2015","April",6000,"yes"
"Technology","United States",30,"2015","September",30000,"no"
"Music","United States",30,"2010","September",5000,"yes"
"Film & Video","Australia",43,"2017","October",41821,"no"
"Art","Germany",33,"2016","January",12219,"no"
"Publishing","United States",30,"2010","September",3000,"no"
"Publishing","Germany",30,"2015","October",6110,"no"
"Food","United States",30,"2016","January",5000,"no"
"Art","United States",25,"2013","July",3000,"yes"
"Music","United Kingdom",60,"2013","April",17446,"yes"
"Fashion","United States",35,"2012","October",20000,"yes"
"Art","United Kingdom",23,"2017","June",2373,"no"
"Theater","Ireland",31,"2017","March",4154,"yes"
"Dance","United States",27,"2015","April",1500,"yes"
"Film & Video","United States",28,"2015","April",9600,"yes"
"Food","United States",26,"2016","February",12500,"no"
"Publishing","United States",25,"2013","March",2000,"no"
"Film & Video","United States",51,"2013","March",28500,"yes"
"Design","United States",35,"2016","October",10000,"yes"
"Food","United States",60,"2012","June",30000,"yes"
"Technology","Germany",30,"2016","June",36657,"no"
"Art","United Kingdom",30,"2014","June",6978,"no"
"Technology","United States",35,"2014","September",25000,"no"
"Art","United States",30,"2016","February",1000,"no"
"Games","United Kingdom",30,"2015","February",34891,"yes"
"Publishing","Germany",30,"2017","March",24438,"no"
"Fashion","United Kingdom",30,"2017","June",1047,"no"
"Film & Video","Spain",30,"2017","July",7331,"no"
"Photography","United Kingdom",27,"2017","April",1047,"yes"
"Dance","United Kingdom",25,"2017","September",1396,"yes"
"Fashion","United States",29,"2015","November",5500,"yes"
"Publishing","United Kingdom",30,"2015","January",18841,"no"
"Art","United States",30,"2016","June",35000,"yes"
"Games","United Kingdom",19,"2016","February",9769,"yes"
"Design","Hong Kong SAR China",45,"2017","June",33140,"no"
"Games","United States",25,"2015","November",3000,"yes"
"Publishing","United States",30,"2017","October",31500,"no"
"Games","Canada",30,"2015","September",7792,"no"
"Design","Canada",34,"2013","September",23377,"yes"
"Crafts","United States",30,"2017","October",1000,"no"
"Music","United States",30,"2017","October",6000,"no"
"Theater","United States",31,"2013","January",3000,"yes"
"Food","United States",30,"2016","November",25000,"yes"
"Film & Video","United Kingdom",45,"2014","August",20935,"no"
"Music","United States",50,"2013","May",20000,"no"
"Publishing","United States",30,"2014","January",10000,"no"
"Theater","United States",31,"2011","March",5000,"no"
"Games","United States",28,"2013","July",10000,"yes"
"Film & Video","Australia",30,"2015","June",18249,"no"
"Publishing","Mexico",30,"2016","November",10596,"no"
"Music","United States",60,"2015","May",16620,"no"
"Publishing","United States",30,"2014","June",4700,"no"
"Games","United States",33,"2012","February",10000,"yes"
"Crafts","Denmark",30,"2016","November",2378,"yes"
"Crafts","United States",25,"2017","August",1000,"no"
"Music","United States",60,"2012","February",1200,"yes"
"Photography","United States",29,"2014","March",2300,"yes"
"Music","United States",30,"2012","January",1000,"yes"
"Film & Video","United Kingdom",60,"2016","November",36984,"no"
"Fashion","Switzerland",30,"2017","June",20436,"yes"
"Film & Video","United Kingdom",60,"2014","November",3489,"no"
"Film & Video","United Kingdom",18,"2017","April",3489,"yes"
"Technology","United States",30,"2015","December",30000,"no"
"Publishing","United States",20,"2014","May",3200,"no"
"Art","United States",30,"2011","September",4000,"yes"
"Film & Video","United States",18,"2012","September",3000,"yes"
"Food","Canada",30,"2014","July",38962,"no"
"Games","United States",40,"2015","January",18000,"no"
"Comics","United States",32,"2015","February",2000,"yes"
"Technology","Canada",21,"2015","December",4675,"no"
"Publishing","Canada",15,"2017","August",3896,"no"
"Theater","United States",30,"2015","April",2000,"no"
"Publishing","United States",30,"2011","August",2000,"no"
"Technology","United States",30,"2017","October",8700,"no"
"Design","Hong Kong SAR China",14,"2016","November",1275,"no"
"Journalism","Germany",30,"2016","October",1833,"no"
"Publishing","Australia",30,"2015","April",3802,"no"
"Games","United States",32,"2014","October",10000,"no"
"Music","Australia",30,"2014","September",11406,"yes"
"Technology","United Kingdom",30,"2015","March",6978,"no"
"Publishing","Canada",30,"2014","August",3896,"yes"
"Technology","Australia",30,"2016","April",4182,"yes"
"Games","United States",29,"2016","January",10000,"no"
"Film & Video","Italy",43,"2017","September",12219,"no"
"Photography","United Kingdom",15,"2013","April",1047,"yes"
"Music","Germany",25,"2016","March",2444,"yes"
"Comics","Canada",28,"2016","May",7403,"yes"
"Food","New Zealand",12,"2017","November",3916,"yes"
"Fashion","Canada",30,"2014","February",20260,"no"
"Food","United States",30,"2014","August",1200,"no"
"Publishing","United States",30,"2015","September",3500,"no"
"Music","United States",30,"2015","February",15500,"no"
"Art","United States",58,"2011","December",2700,"no"
"Music","United States",34,"2017","October",25000,"yes"
"Fashion","United States",30,"2015","April",16661,"no"
"Design","Canada",20,"2016","June",3896,"yes"
"Technology","Germany",30,"2017","January",12219,"yes"
"Art","United Kingdom",40,"2015","March",5583,"yes"
"Technology","United Kingdom",30,"2015","September",41869,"no"
"Games","United States",30,"2015","October",7349,"no"
"Design","United Kingdom",45,"2014","December",5583,"no"
"Music","United States",29,"2016","February",5500,"no"
"Games","United States",36,"2017","June",12000,"yes"
"Games","United States",46,"2011","August",5000,"no"
"Publishing","United Kingdom",30,"2017","May",4187,"no"
"Music","United States",60,"2016","February",15000,"yes"
"Music","United Kingdom",16,"2014","July",3489,"no"
"Film & Video","United States",27,"2015","March",4150,"yes"
"Music","United States",45,"2013","December",6000,"yes"
"Film & Video","United States",49,"2015","April",4000,"yes"
"Fashion","United Kingdom",26,"2016","December",20935,"yes"
"Fashion","United States",40,"2014","March",4000,"yes"
"Food","Canada",35,"2015","August",1169,"yes"
"Art","Canada",30,"2015","February",1753,"yes"
"Fashion","United Kingdom",30,"2017","January",20935,"no"
"Design","United States",30,"2015","November",30000,"no"
"Photography","United States",30,"2017","September",35000,"yes"
